Customs Code,Weight,Temperature,Origin,Date,Bank,Payment Value,Currency,Cash,Prepaid,Shipping Line,Label
4,94.23283237,16.61031673,2,7/4/2016,1,495.3182104,1,1,1,1,0
1,112.1888741,12.85368905,4,8/8/2016,2,494.4540707,2,0,1,1,0
6,100.8850899,16.60988159,9,10/10/2016,2,503.1707644,3,1,1,1,0
1,94.00922118,22.51492807,8,4/1/2016,2,499.975071,2,0,1,2,0
6,91.76506002,17.14527528,7,21/04/2023,1,511.6302815,3,1,1,3,0
3,101.978896,16.52007418,9,7/8/2016,4,500.0197208,3,1,1,3,0
2,109.0858285,20.4427899,4,28/08/2023,1,511.0362885,1,1,1,1,0
2,106.051133,16.52508912,7,26/10/2023,3,494.5271486,1,0,1,2,0
4,110.4892523,15.01390583,3,1/12/2016,2,510.5286253,1,1,1,3,0
6,82.66446316,19.12281264,5,22/06/2023,2,498.9379853,2,0,1,1,0
2,101.2352259,14.92478827,9,26/09/2023,2,486.2089671,2,0,1,3,0
7,97.2684069,16.37186042,8,1/17/2016,2,492.502196,3,0,1,1,0
6,104.4254031,15.48871289,4,19/05/2023,5,497.4994107,1,0,1,1,0
1,112.226874,20.07165701,10,14/11/2023,2,515.8681977,1,1,1,3,0
7,98.48014883,18.98485527,7,8/13/2016,5,506.1756317,1,0,0,1,0
5,99.87495919,21.18767933,2,13/02/2023,4,494.4039652,3,1,0,2,0
7,94.72268821,18.99025994,2,28/03/2023,4,501.7829741,3,0,1,1,0
6,104.9972575,15.72267748,7,2/2/2023,4,502.2226163,3,0,0,1,0
3,101.0812218,17.10666059,1,8/2/2023,2,499.4266876,3,1,1,1,0
3,100.7747247,16.16758456,8,26/02/2023,3,498.5898668,3,0,0,3,0
3,112.1994289,16.04465718,7,29/12/2023,5,505.5127525,1,0,0,1,0
2,97.45678687,19.80811944,10,9/19/2016,2,501.7208931,2,0,1,1,0
3,105.4690553,18.37938661,7,15/02/2023,1,503.9647216,2,0,0,2,0
3,100.2072394,13.76557377,8,14/09/2023,5,495.0046271,2,1,1,1,0
4,92.90174219,17.4372656,4,30/12/2023,4,500.8742073,1,0,1,3,0
4,106.4497972,19.07734116,5,7/19/2016,5,505.3840982,3,0,0,2,0
7,106.6325169,18.68269567,9,29/07/2023,1,485.6774008,3,1,0,3,0
6,96.30068701,20.15137013,5,21/04/2024,3,490.407012,3,1,0,2,0
4,114.453692,18.40869963,10,7/17/2013,5,495.7828093,1,0,0,2,0
4,117.2091589,17.26637584,2,5/16/2013,3,516.9348601,3,0,0,1,0
5,111.1275615,18.18031497,2,26/03/2024,5,508.2758356,1,0,0,3,0
4,102.0146428,15.71285333,5,12/11/2016,5,500.2953993,1,0,1,3,0
4,94.49039453,14.78376662,5,26/03/2024,4,460.2060929,1,0,0,1,0
2,101.7889647,17.58460812,10,11/5/2016,4,501.8028135,1,0,0,1,0
5,115.3076647,18.16971713,5,11/1/2016,4,503.4429702,3,0,0,1,0
2,85.82682651,16.73838527,5,11/4/2016,5,498.5916668,1,0,0,2,0
7,84.13616607,17.36562003,5,24/08/2024,5,508.6214354,3,0,1,1,0
7,107.7146741,17.73159958,4,6/9/2016,1,498.4533036,2,0,0,1,0
2,113.0997792,15.87498734,9,30/06/2024,4,501.2546176,1,0,0,3,0
5,106.9618833,18.15213219,3,7/4/2016,1,503.3583313,2,0,0,1,0
5,101.5885373,17.65147678,9,8/8/2016,1,491.6408277,2,1,1,2,0
6,97.4484113,19.59228874,9,10/10/2016,4,495.8981512,3,1,1,2,0
7,88.57504535,17.2587854,5,4/1/2016,4,490.6061791,1,1,1,3,0
4,110.6083654,15.08183779,8,21/04/2024,3,503.962825,2,0,1,2,0
3,98.51158226,20.52655287,3,7/9/2016,3,528.4352102,1,0,0,2,0
4,101.8020892,21.82485329,9,28/08/2024,4,491.031362,2,0,1,2,0
5,101.7949872,17.98309872,5,26/10/2024,2,486.5756758,2,0,0,2,0
5,108.0993316,19.58776733,5,1/13/2016,4,513.2239172,3,0,0,1,0
3,105.9445908,18.64892169,9,22/06/2024,1,504.7470644,3,1,0,3,0
6,106.1615772,16.05243263,5,26/09/2024,2,498.2164288,2,1,1,3,0
4,99.76819292,16.73022424,1,1/18/2016,1,504.5431312,3,0,1,2,0
7,99.94026958,17.81836105,6,19/05/2024,4,498.4458316,3,1,1,2,0
6,98.96019065,17.73798255,4,14/11/2024,5,508.7608372,1,0,1,1,0
4,91.10277414,15.79402027,9,8/14/2016,4,492.8432441,1,1,0,1,0
7,99.59689171,17.51112277,2,13/02/2024,2,502.0985032,2,1,0,1,0
2,107.271171,19.17349853,1,28/03/2024,5,496.343951,2,1,0,1,0
3,90.44821386,20.17349964,1,2/2/2024,5,503.9915189,1,0,0,2,0
3,95.47854412,16.75871076,4,8/2/2024,3,487.908552,1,1,1,1,0
3,115.4981342,18.35464329,7,26/02/2024,3,491.1098874,2,1,0,1,0
4,111.1934149,16.43448253,3,29/12/2024,2,505.3217701,2,0,1,3,0
4,108.8257661,16.03285639,9,9/20/2016,2,502.3977922,3,1,0,3,0
7,98.94901083,15.54964652,10,15/02/2024,4,482.0728186,1,1,0,2,0
1,101.3849046,19.86977595,6,14/09/2024,5,501.6051689,2,1,1,3,0
4,88.14968767,18.77549715,1,30/12/2024,5,513.0783099,2,1,1,1,0
5,95.0858223,17.81949595,1,7/20/2016,5,512.703165,1,0,1,3,0
3,106.1502206,21.39135824,6,29/07/2024,1,496.1203902,2,0,0,3,0
6,98.36128756,16.99121886,1,21/04/2025,3,509.8732821,2,0,1,2,0
4,97.90156216,14.75282786,2,3/15/2013,4,492.5939759,2,1,0,2,0
6,95.89277928,15.75863641,3,1/12/2013,4,512.3397866,3,1,1,1,0
6,100.3462685,21.34936853,9,26/03/2025,2,513.7652377,1,1,0,1,0
5,104.2053772,18.31004051,7,12/12/2016,2,517.9938397,3,1,1,1,0
1,102.0941434,20.06928947,5,26/03/2025,1,510.1107795,1,0,0,2,0
4,102.446401,15.73526845,10,11/5/2016,2,504.9019709,1,1,0,1,0
7,88.42078519,16.75384,9,11/1/2016,4,495.1400925,3,1,1,1,0
4,104.2246876,14.20005285,10,11/4/2016,3,493.6981132,1,0,0,3,0
6,84.26946669,16.50876642,8,24/08/2025,1,497.035364,3,0,1,1,0
3,99.96775367,19.51764678,4,6/10/2016,2,515.02082,1,1,0,1,0
5,113.3918955,19.38715561,4,30/06/2025,4,484.7755771,1,1,0,3,0
1,100.9168037,16.25162694,3,7/4/2016,3,494.9719886,2,1,1,3,0
3,85.6990951,16.77597082,4,8/8/2016,4,490.1701638,1,1,0,1,0
2,96.71050213,17.56191963,10,10/10/2016,4,493.7866871,3,0,0,3,0
1,91.05025582,19.05353833,7,4/1/2016,3,490.4374002,3,1,0,2,0
1,97.20449707,20.37582178,8,21/04/2025,4,515.7087657,2,0,0,3,0
1,76.6006676,17.41094934,6,7/10/2016,1,497.9005444,2,0,0,3,0
2,110.1172398,17.88929561,5,28/08/2025,1,498.7003847,1,0,0,1,0
6,98.41703224,14.8372048,8,26/10/2025,5,499.1435407,1,1,0,3,0
3,108.7178274,16.69919258,9,1/14/2016,4,501.5666218,2,1,1,2,0
6,109.1118515,18.07024638,3,22/06/2025,4,491.777789,1,1,0,3,0
7,110.4401371,17.95301436,5,26/09/2025,5,496.0198818,2,0,1,3,0
4,95.14580614,19.33922197,7,1/19/2016,4,501.3214096,1,1,1,2,0
6,96.25179059,20.80943314,1,19/05/2025,2,515.1304444,1,1,0,3,0
4,100.8147525,18.70538315,8,14/11/2025,3,511.3357728,1,1,0,3,0
2,92.75532406,17.75927421,8,8/15/2016,5,492.903024,3,1,0,3,0
7,106.0757231,17.9758992,1,13/02/2025,5,495.1012646,2,1,0,2,0
7,103.1485292,19.11265074,9,28/03/2025,2,489.7734473,3,1,0,2,0
4,108.6789224,14.70596598,4,2/2/2025,5,491.1315207,3,0,1,1,0
1,82.50675326,15.92402695,4,8/2/2025,3,489.0681988,3,0,1,3,0
5,97.76696094,18.90571707,1,26/02/2025,1,494.2007227,2,1,1,1,0
7,86.11072178,18.82570654,4,29/12/2025,3,501.2453298,2,0,1,2,0
6,114.4601699,20.91286317,10,9/21/2016,5,501.9833607,2,1,1,1,0
1,90.50757008,20.29091443,4,15/02/2025,5,483.7107824,1,0,1,3,0
2,106.3626493,19.16428168,10,14/09/2025,4,497.0266349,3,0,0,2,0
5,86.3360338,18.47322739,5,30/12/2025,2,503.480493,1,0,0,2,0
5,102.1505193,18.95865431,10,7/21/2016,4,484.1850233,2,1,0,1,0
3,111.6671527,14.63667341,7,29/07/2025,1,498.3682227,1,1,1,3,0
1,91.13733465,18.25792491,9,21/04/2026,2,507.9960372,2,1,1,1,0
2,100.026639,20.60677195,9,11/11/2012,1,497.483319,3,0,1,2,0
3,113.143189,18.54514479,9,9/10/2012,3,506.9424553,3,1,0,1,0
4,120.3261916,16.684474,6,26/03/2026,4,492.5658003,1,1,0,2,0
2,108.4624584,18.23074534,10,12/13/2016,3,513.1273409,1,0,1,3,0
1,91.323669,22.09684402,9,26/03/2026,4,500.7573867,2,1,0,1,0
1,108.6726644,16.84051291,10,11/5/2016,3,491.6608945,1,1,1,3,0
6,107.7423372,16.34981501,8,11/1/2016,2,492.1860872,2,1,1,1,0
6,100.7248835,18.19574342,8,11/4/2016,4,507.6284959,1,0,0,2,0
7,88.0530531,19.65696506,9,24/08/2026,1,497.1312486,1,1,0,3,0
7,89.12203908,16.91419292,7,6/11/2016,4,505.3754083,2,0,0,3,0
1,108.3939412,15.05074387,3,30/06/2026,3,503.7369587,3,1,1,2,0
3,98.43469842,17.29748198,5,7/4/2016,1,496.9561122,1,0,0,1,0
4,87.48919816,16.04733353,2,8/8/2016,2,508.8578096,1,0,1,1,0
4,85.87474216,19.23450338,5,10/10/2016,1,500.2438928,3,1,0,2,0
2,98.73728277,19.46226987,5,4/1/2016,4,494.4563041,1,0,0,2,0
1,99.68461199,17.59320687,6,21/04/2026,4,502.5351759,3,1,1,2,0
6,81.99838418,15.85241246,9,7/11/2016,2,485.8277528,3,1,0,1,0
2,110.455393,21.43898496,5,28/08/2026,2,502.4971594,2,1,0,3,0
5,109.4919487,18.66713225,2,26/10/2026,5,498.3759966,2,1,1,2,0
4,84.20901493,19.6130593,2,1/15/2016,2,512.0766015,3,0,1,3,0
6,98.41539926,15.4507698,4,22/06/2026,2,501.7511044,3,1,0,3,0
3,100.5411586,16.11688935,3,26/09/2026,2,493.7969091,1,1,0,3,0
2,97.81459027,23.83927775,10,1/20/2016,1,499.1200297,3,0,0,3,0
2,79.31518777,17.37640282,10,19/05/2026,2,510.6464265,1,1,1,1,0
5,106.3485217,21.61783641,6,14/11/2026,5,476.6701711,3,1,0,1,0
1,97.57348982,16.77466076,2,8/16/2016,2,511.6877736,3,1,0,1,0
1,117.6224007,16.40958063,5,13/02/2026,3,526.148652,1,0,1,2,0
1,93.0699411,18.43472048,10,28/03/2026,3,496.2110387,2,1,0,3,0
1,116.5479042,15.32949929,6,2/2/2026,2,495.1719257,2,1,1,3,0
4,97.76898863,17.80216094,7,8/2/2026,2,497.9035777,1,1,0,2,0
7,109.5245158,18.15228718,3,26/02/2026,3,507.5664008,3,1,1,1,0
5,96.48133509,14.35150919,2,29/12/2026,1,505.7662612,3,1,0,2,0
5,108.3379698,17.1036076,4,9/22/2016,3,497.2270271,2,1,0,2,0
3,114.1042861,16.30878972,8,15/02/2026,5,506.3992582,1,1,0,1,0
2,102.745695,17.6704842,1,14/09/2026,3,507.7719778,2,0,1,2,0
7,79.7590325,19.71346572,1,30/12/2026,5,494.9039841,1,1,1,1,0
1,99.60986968,19.16598123,9,7/22/2016,3,498.9579198,2,0,1,1,0
7,92.94868219,20.39264456,9,29/07/2026,2,503.9179636,2,0,1,1,0
7,100.3424781,20.25062706,10,21/04/2027,5,492.3189181,2,0,0,2,0
6,99.70944383,19.20790963,3,7/10/2012,4,499.3233317,1,0,1,1,0
6,107.8805902,17.42921298,10,5/9/2012,1,505.8104841,3,0,0,1,0
6,99.0921118,20.07698866,6,26/03/2027,3,492.009666,3,0,0,2,0
5,109.1331477,20.32401675,6,12/14/2016,3,497.0927266,3,1,1,2,0
5,100.9331416,16.3212945,1,26/03/2027,1,502.2489547,3,0,0,2,0
1,114.8273323,14.7000766,6,11/5/2016,5,498.6178218,3,1,0,2,0
2,100.5350866,15.84479924,6,11/1/2016,4,511.1768527,1,1,0,1,0
7,109.8154058,15.88586096,7,11/4/2016,2,501.3650852,2,0,1,3,0
1,112.0313079,14.6061546,6,24/08/2027,1,508.2810715,3,0,0,3,0
4,103.9109092,19.15660707,7,6/12/2016,5,508.787451,1,0,0,1,0
6,96.635497,18.33313734,6,30/06/2027,2,496.2633491,3,0,1,3,0
1,103.8420055,21.6661754,1,7/4/2016,4,497.4808673,1,1,0,3,0
1,111.0940529,20.46662647,5,8/8/2016,2,501.4491657,2,0,1,3,0
5,112.9852858,14.76080641,9,10/10/2016,2,483.0678326,1,1,1,1,0
5,109.0228979,18.26161712,3,4/1/2016,1,498.8289095,2,0,0,2,0
6,102.1808813,15.53996645,8,21/04/2027,1,502.4473726,2,1,0,1,0
6,101.8173326,18.54757785,2,7/12/2016,5,492.8879745,3,1,1,1,0
7,93.16930971,20.22268803,9,28/08/2027,5,506.1552115,3,1,0,3,0
7,101.176717,16.75324818,9,26/10/2027,4,480.4176996,3,1,0,2,0
2,103.2868139,15.38183743,5,1/16/2016,4,501.7088918,2,0,1,2,0
4,93.05079551,16.70781572,8,22/06/2027,4,492.9176334,2,1,0,2,0
6,92.30193202,16.97561801,7,26/09/2027,2,495.0860936,2,0,1,1,0
1,108.7151853,18.18172799,7,1/21/2016,4,515.1003939,1,1,1,1,0
3,96.49543587,17.43892892,9,19/05/2027,4,502.3917685,1,1,0,2,0
7,92.16786269,15.44818548,7,14/11/2027,1,498.5251899,1,1,1,3,0
3,115.0388315,16.08513489,9,8/17/2016,1,489.5966508,3,0,0,2,0
5,107.8270086,14.63595936,6,13/02/2027,3,507.2787379,1,0,1,3,0
7,105.2843037,11.34772941,9,28/03/2027,3,505.593928,3,1,1,2,0
6,89.81986589,15.56224024,8,2/2/2027,4,519.5443657,1,0,1,2,0
5,104.2559395,20.7911063,3,8/2/2027,3,505.0393063,2,1,0,1,0
4,105.6436237,17.09773733,1,26/02/2027,4,499.1245229,3,1,1,3,0
4,103.4421119,22.58603561,3,29/12/2027,2,487.5789881,2,0,0,3,0
4,103.6960239,18.28030068,9,9/23/2016,5,501.8449067,2,0,1,1,0
2,76.6614237,19.79147487,6,15/02/2027,4,502.2698802,3,1,0,2,0
5,94.19093325,13.84555311,5,14/09/2027,1,494.1759487,1,1,0,2,0
2,95.71531429,17.43794044,5,30/12/2027,5,517.4808916,3,1,1,3,0
1,94.76280271,15.28212563,6,7/23/2016,5,480.5713936,1,1,0,1,0
6,101.8826661,19.27459771,3,29/07/2027,4,508.728439,2,0,1,3,0
3,83.83204586,21.09315715,2,21/04/2028,2,504.2343996,1,1,1,1,0
4,89.98198776,14.45249518,3,3/8/2012,4,514.8301079,1,1,0,2,0
1,109.7019842,20.37498204,5,1/6/2012,2,499.7001009,2,1,0,3,0
4,99.55523821,16.00257544,4,26/03/2028,2,487.3265181,3,0,1,2,0
6,93.44734498,17.55157312,10,12/15/2016,3,535.0534098,2,1,0,2,0
6,103.4980118,19.79432871,1,26/03/2028,5,506.5539782,1,0,0,2,0
6,94.35977624,17.02851707,7,11/5/2016,5,504.1543655,1,0,1,3,0
4,106.9469718,19.48865887,4,11/1/2016,4,497.0588713,2,0,0,2,0
6,98.05299043,17.48169939,2,11/4/2016,2,494.7653679,1,1,0,1,0
7,76.93926134,19.64299146,7,24/08/2028,1,501.4904993,3,0,1,2,0
3,102.9224132,18.78557461,2,6/13/2016,2,487.6046659,3,0,0,1,0
4,115.0790061,16.87297443,10,30/06/2028,2,509.8996691,1,1,1,3,0
3,95.2987212,20.66529159,8,7/4/2016,5,493.7039998,1,0,0,2,0
1,96.29150543,19.70622721,2,8/8/2016,2,486.7734332,1,1,1,1,0
2,105.3329094,17.03339629,9,10/10/2016,2,491.8717246,3,1,0,3,0
4,99.62874317,20.3858971,9,4/1/2016,3,510.205377,2,0,0,1,0
5,112.1458508,16.30861279,3,21/04/2028,4,495.5096424,1,1,1,3,0
5,106.1349049,20.50153094,7,7/13/2016,4,504.5692052,2,1,1,2,0
5,125.6990223,15.76045083,4,28/08/2028,1,500.6343466,3,0,1,3,0
7,93.79188254,19.87285078,7,26/10/2028,4,482.5254413,3,0,1,1,0
3,101.8803993,16.64573755,5,1/17/2016,2,502.2072648,1,0,0,2,0
1,93.36982934,16.50002849,5,22/06/2028,2,505.4122155,2,0,1,2,0
7,104.9355522,16.06298361,3,26/09/2028,2,502.1280377,2,0,0,1,0
7,90.00878054,19.23391735,2,1/22/2016,1,485.7297224,2,0,0,3,0
5,96.92600074,14.32525308,1,19/05/2028,5,507.0624857,2,0,1,3,0
1,88.63734884,20.11551883,9,14/11/2028,2,491.0929281,1,0,0,3,0
5,104.709597,18.29591239,3,8/18/2016,2,495.6980752,1,1,0,3,0
1,98.89764295,13.36510103,8,13/02/2028,4,515.1784086,3,1,1,2,0
5,95.44393552,15.02679682,2,28/03/2028,5,500.5675482,2,0,1,2,0
6,99.71773274,20.99212888,5,2/2/2028,4,495.075252,3,1,0,1,0
7,95.50620009,20.63993814,3,8/2/2028,2,508.2748949,3,1,0,3,0
4,101.0851676,21.38625281,5,26/02/2028,1,509.5316116,3,1,0,2,0
7,88.22947294,19.38030712,5,29/12/2028,4,513.380708,2,0,1,3,0
1,93.72644125,19.85110426,8,9/24/2016,1,494.1968999,2,1,1,1,0
3,111.4146839,18.95313742,4,15/02/2028,2,504.4857603,2,1,0,1,0
6,92.83949902,23.20059198,6,14/09/2028,5,483.4320138,1,0,1,1,0
6,102.5111257,23.16353788,7,30/12/2028,2,503.3300684,2,0,0,2,0
3,113.2892574,18.60313074,5,7/24/2016,5,508.8771694,3,1,1,2,0
5,100.3362624,16.24254156,7,29/07/2028,5,513.6033577,1,1,0,2,0
6,95.87667706,18.57945813,8,21/04/2029,1,494.9272116,3,1,1,1,0
5,108.3463608,18.51988704,5,11/5/2011,3,498.8296462,1,0,0,1,0
1,94.54071154,18.38572563,4,9/4/2011,5,481.866183,2,1,1,2,0
2,91.9920415,18.21429422,1,26/03/2029,3,500.1441834,3,1,1,3,0
1,93.75913683,17.58994911,1,12/16/2016,1,497.9315322,1,0,1,1,0
4,102.2531533,23.0339426,2,26/03/2029,3,482.3855294,3,0,0,3,0
3,102.7399972,21.43802525,1,11/5/2016,2,505.7874025,2,0,1,2,0
4,96.21186435,16.28546467,7,11/1/2016,2,478.1711413,2,0,0,2,0
3,99.62867448,20.33157722,7,11/4/2016,3,497.1809061,3,1,0,1,0
3,109.8200385,18.86422792,10,24/08/2029,4,510.8828735,1,0,0,3,0
1,112.710161,19.52921321,9,6/14/2016,3,483.0460913,1,0,0,3,0
1,108.758621,17.98868285,7,30/06/2029,5,502.7623153,1,1,1,3,0
5,88.62147737,16.42506023,5,7/4/2016,5,492.3798256,2,1,0,2,0
1,103.5038919,21.5671063,3,8/8/2016,2,487.4695801,3,0,1,3,0
4,104.6071556,21.87712609,3,10/10/2016,4,496.3488844,2,0,0,2,0
7,91.52978113,19.58500225,7,4/1/2016,5,502.7172114,3,1,0,2,0
6,97.2260655,21.59564773,10,21/04/2029,3,482.5933738,3,1,0,2,0
4,101.0314413,18.57483455,10,7/14/2016,4,504.3555752,1,0,1,1,0
2,100.2431601,17.85726596,10,28/08/2029,4,502.4906297,1,0,1,3,0
4,94.63077218,18.06670212,10,26/10/2029,3,508.1736259,1,1,0,1,0
4,93.04115884,18.94063366,6,1/18/2016,1,495.4238453,3,0,0,3,0
4,117.5618538,18.37764165,3,22/06/2029,4,504.4233116,1,0,1,3,0
6,99.17182047,18.88511592,4,26/09/2029,4,496.8959481,1,0,1,1,0
4,98.39053328,20.7040924,8,1/23/2016,1,478.8412138,3,1,0,1,0
6,108.8229137,17.08576769,3,19/05/2029,4,496.3657755,3,0,1,3,0
3,111.8077623,18.75620123,6,14/11/2029,4,486.5777532,1,0,0,3,0
4,91.22539817,19.96889495,2,8/19/2016,4,511.6638864,1,0,1,1,0
2,109.3949953,18.99701893,6,13/02/2029,5,510.077626,1,0,1,2,0
6,91.34411526,19.57432891,4,28/03/2029,5,491.8878707,2,0,0,1,0
5,97.921037,17.36575201,4,2/2/2029,1,497.981228,2,0,0,1,0
5,105.5211184,20.62845771,2,8/2/2029,2,481.8919476,3,0,1,2,0
5,97.33473762,16.77957041,9,26/02/2029,1,493.4030772,3,1,0,2,0
3,101.3318619,15.25319514,6,29/12/2029,1,507.9977134,1,1,0,1,0
4,102.3808982,19.28193327,8,9/25/2016,5,499.783989,1,0,1,1,0
1,94.51924915,16.25161635,1,15/02/2029,4,505.385862,3,0,1,1,0
7,107.8762693,14.73256065,6,14/09/2029,5,504.6808747,1,1,1,3,0
1,92.14864218,19.24170998,3,30/12/2029,1,510.5550636,3,0,0,1,0
3,99.65108099,15.70862552,8,7/25/2016,5,509.55086,3,0,0,2,0
7,97.55795605,18.0714376,6,29/07/2029,2,507.0474932,2,1,1,2,0
7,95.51515165,16.41830827,1,21/04/2030,2,510.3626014,1,1,0,3,0
6,106.7523476,19.26714617,1,7/4/2011,2,474.1847569,2,1,0,2,0
1,89.30285574,15.32308205,5,5/3/2011,4,491.6691322,1,0,0,1,0
5,92.25994451,16.54688419,7,26/03/2030,2,495.0671311,3,1,1,2,0
1,100.8811369,18.33048719,10,12/17/2016,3,493.1666663,1,0,1,2,0
1,117.9241407,19.56665458,6,26/03/2030,4,524.9903597,3,0,0,1,0
2,105.4637512,17.48266854,10,11/5/2016,3,492.4153673,3,0,1,3,0
3,94.61795508,18.98721886,9,11/1/2016,3,500.3722033,2,1,1,2,0
4,108.9088988,20.6238935,10,11/4/2016,2,490.1717994,2,0,0,3,0
6,89.9706829,15.06384694,10,24/08/2030,1,516.1065389,2,1,1,1,0
4,91.07306783,20.10914165,1,6/15/2016,5,490.7464846,2,1,1,1,0
2,93.60701977,18.27739259,4,30/06/2030,4,503.9143866,2,1,1,2,0
4,86.76752566,17.69482246,10,7/4/2016,1,503.0055275,1,1,1,3,0
1,104.1777095,16.99843214,10,8/8/2016,1,494.6131666,1,1,0,3,0
3,92.94094977,17.59068134,6,10/10/2016,2,497.9086896,2,1,1,1,0
1,92.80194793,18.53077646,7,4/1/2016,2,498.4333806,1,1,1,3,0
1,101.9329613,19.18759536,5,21/04/2030,2,504.2661042,2,0,0,1,0
5,109.8125554,17.32859476,8,7/15/2016,1,500.2566068,2,1,1,2,0
5,97.09428135,15.50065331,1,28/08/2030,4,474.8995749,1,0,0,3,0
3,109.5733378,17.40544682,1,26/10/2030,2,506.8850321,1,0,0,1,0
5,108.1079539,18.73296898,7,1/19/2016,4,509.4622253,1,0,0,1,0
6,92.24813429,15.51887436,7,22/06/2030,2,516.5728372,3,0,1,1,0
3,97.32890084,16.06373353,7,26/09/2030,1,499.099154,3,1,0,2,0
4,97.492035,16.90756479,7,1/24/2016,2,493.6988446,3,0,0,3,0
6,77.88801293,20.89311023,1,19/05/2030,5,505.1075226,3,0,0,1,0
6,91.11526778,19.97846534,2,14/11/2030,5,497.7546934,2,0,0,1,0
5,93.87490765,14.91208544,8,8/20/2016,2,507.4002695,3,1,0,3,0
6,89.10934077,18.42974974,9,13/02/2030,2,502.3648584,1,1,1,1,0
5,101.405161,19.02007018,6,28/03/2030,5,514.520091,2,0,1,1,0
1,104.4145077,21.81428604,4,2/2/2030,5,490.82794,2,1,1,3,0
1,87.04559677,19.12556688,2,8/2/2030,1,471.4145105,3,1,1,1,0
4,113.4908354,19.46646106,1,26/02/2030,4,482.6328486,1,0,0,3,0
5,100.669727,18.25634637,6,29/12/2030,1,491.0464413,2,1,1,1,0
2,109.4600444,16.99556448,6,9/26/2016,4,505.1765234,2,0,1,1,0
5,95.56514355,18.2431454,8,15/02/2030,2,493.2446239,1,1,1,3,0
7,97.70021251,20.79477815,3,14/09/2030,2,477.5598561,1,0,0,3,0
2,105.0673421,19.01347065,6,30/12/2030,4,506.9194125,3,0,0,3,0
6,96.88527495,17.98616692,9,7/26/2016,5,488.7585464,3,0,0,2,0
2,109.5573688,19.84067924,9,29/07/2030,2,505.0244214,3,1,0,1,0
4,105.7169137,17.53203837,9,21/04/2031,5,503.1146047,3,0,1,1,0
5,112.1439621,18.39064542,10,3/2/2011,2,510.873619,3,0,0,1,0
4,94.79094152,15.98707347,2,12/30/2010,3,498.2116973,2,1,0,2,0
4,101.2120807,19.19648813,4,26/03/2031,2,519.2899279,3,0,1,2,0
1,97.49252887,18.16970164,8,12/18/2016,2,490.5673457,3,0,0,2,0
3,107.1436122,18.50829416,8,26/03/2031,3,516.0127758,2,1,1,2,0
7,99.88496106,15.90991312,6,11/5/2016,1,505.4777229,3,1,0,3,0
6,101.4481486,19.59479662,9,11/1/2016,4,493.5221291,2,1,0,2,0
6,101.3798871,18.35851507,8,11/4/2016,2,498.7417195,2,0,1,1,0
7,109.8166612,17.12666839,4,24/08/2031,1,497.9018357,3,0,1,3,0
4,99.13122698,18.05988706,1,6/16/2016,4,477.6916006,2,1,1,1,0
4,89.05352812,14.71718755,6,30/06/2031,1,503.0556363,1,1,0,3,0
3,94.22035751,19.17580873,6,7/4/2016,5,482.6300569,2,1,1,1,0
1,90.75074359,19.47578696,8,8/8/2016,1,503.5531778,1,1,1,2,0
5,104.4549235,18.35228864,5,10/10/2016,5,508.3923713,2,0,0,2,0
1,89.27290603,18.18684716,10,4/1/2016,1,503.1615531,2,0,1,1,0
2,96.75622553,17.90924505,1,21/04/2031,2,488.3525176,1,0,0,3,0
4,112.2033697,15.8615423,5,7/16/2016,1,489.899314,3,0,0,3,0
4,99.56663015,18.93386079,3,28/08/2031,5,505.3059791,1,0,0,3,0
6,92.38182157,18.01463977,10,26/10/2031,4,493.7999433,1,1,1,1,0
5,90.40851372,20.77942805,8,1/20/2016,5,497.7578106,1,1,1,2,0
7,82.95298169,19.25022175,8,22/06/2031,2,498.3441197,1,0,0,1,0
1,98.28143585,15.9616224,3,26/09/2031,2,497.835637,2,1,0,3,0
1,101.5100458,21.77269564,2,1/25/2016,2,503.7342847,1,1,1,2,0
4,110.2434516,17.23028851,8,19/05/2031,5,493.0594294,2,1,0,1,0
4,100.6740332,16.67104021,3,14/11/2031,5,502.9099901,2,1,1,3,0
2,90.5306609,19.97716376,10,8/21/2016,3,506.8440126,3,1,1,3,0
7,94.82847363,14.7441328,2,13/02/2031,4,522.1833316,2,1,1,3,0
1,109.1214832,21.31575262,10,28/03/2031,4,517.5795015,3,0,0,3,0
5,105.4346977,16.55051506,3,2/2/2031,4,483.7807058,3,1,1,2,0
5,107.9932297,20.07477689,8,8/2/2031,3,492.8186996,1,1,0,1,0
4,97.88550848,18.2768105,8,26/02/2031,5,516.0144204,2,0,0,3,0
6,99.14533488,19.3484709,2,29/12/2031,3,484.8393372,2,0,1,3,0
2,99.74780136,21.88512001,5,9/27/2016,2,503.7796232,2,1,0,3,0
2,110.8183121,21.94663596,1,15/02/2031,3,506.5210113,1,1,1,2,0
2,100.468072,17.36541967,4,14/09/2031,5,494.317077,1,0,1,2,0
5,107.693364,18.2387881,4,30/12/2031,3,510.0603908,1,1,1,3,0
4,90.25286986,18.01319421,4,7/27/2016,1,492.485128,2,0,1,3,0
1,103.0471662,16.52463227,9,29/07/2031,5,486.0935072,3,0,1,2,0
4,89.77071928,16.11276931,3,21/04/2032,5,495.8911125,2,0,1,2,0
6,92.37471266,16.61761134,9,10/29/2010,5,497.4909621,3,1,1,3,0
